Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls per90,Ast per90,G+A per90,G-PK per90,G+A-PK per90,xG,npxG,xA,npxG+xA,xG per90,xA per90,xG+xA per90,npxG per90,npxG+xA per90,Passes Cmp,Att,Passes Cmp%,Passes TotDist,Passes PrgDist,KP per90,Final third per90,PPA per90,CrsPA per90,Prog per90,Live passes per90,Dead passes per90,FK passes per90,TB passes per90,under pressure passes per90,Sw passes per90,Crs passes per90,CK passes per90,Ground passes per90,Low passes per90,High passes per90,SCA Dead-balls per90,SCA Open-Play per90,Touches per90,Touches Def Pen per90,Touches Def 3rd per90,Touches Mid 3rd per90,Touches Att 3rd per90,Touches Att Pen per90,Live touches per90,Succ Dribbles per90,Att Dribbles per90,Succ Dribbles%,Players dribbled past per90,NutMegs per90,Carries per90,Carries TotDist per90,Carries PrgDist per90,Prog Carries per90,Carries to final-third per90,Carries to penalty area per90,Miss-Control per90,Dispossessed per90,Pass Targ per90,Passes Rec per90,Pass Rec%,Prog Rec-Passes per90,Tkl per90,TklW per90,Tkl Def 3rd per90,Tkl Mid 3rd per90,Tkl Att 3rd per90,Succ Tkl vs Dribbles per90,Att Tkl vs Dribbles per90,Tkl vs Dribbles%,Past per90,Press per90,Succ press per90,Succ Press %,Press Def 3rd per90,Press Mid 3rd per90,Press Att 3rd per90,Int per90,Tkl+Int per90,Clr per90,Err per90
2337,Isma Ruiz,es ESP,MF,Granada,es La Liga,20,2001,8,3,283,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.03,0.05,0.08,0.03,0.08,33.5,39.4,85.2,655.8,88.1,0.65,2.26,0,0,0.65,39,0.32,0.32,0,11.6,0.97,0,0,31.3,3.23,4.84,0,1.29,48.7,1.29,11.9,29.7,9.03,1.61,48.4,0.65,0.65,100,0.65,0,31.9,162.3,76.1,4.19,0.32,0.32,0.32,0.97,33.9,31.9,94.3,0.65,0.97,0.32,0.97,0,0,0.97,2.58,37.5,1.61,24.5,8.71,35.5,12.9,10.3,1.29,2.26,3.23,0.97,0
2338,Vнctor Ruiz,es ESP,DF,Betis,es La Liga,32,1989,18,17,1424,15.8,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0.1,1.1,0.06,0.01,0.07,0.06,0.07,49.6,56.8,87.2,1083.4,394.4,0.32,2.53,0.19,0,2.59,54.7,2.09,1.84,0,7.28,1.77,0,0,43.7,3.54,9.62,0,0.56,66.8,9.24,35.2,33.9,1.96,0.76,64.8,0.13,0.13,100,0.13,0,37.7,211.8,101.9,2.03,0.25,0,0.19,0.19,43.1,42.3,98.2,0.13,0.7,0.38,0.32,0.25,0.13,0.25,0.38,66.7,0.13,5.7,2.09,36.7,2.66,2.66,0.38,2.66,3.35,4.56,0.13
2339,Gerуnimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32,32,2880,32,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,40,81.6,928.3,490,0,0.53,0.03,0,0.03,30.5,9.5,2.97,0,2.75,1,0,0,26.6,1.56,11.9,0,0.16,42.7,35.4,42.5,0.25,0,0,33.3,0,0,,0,0,24.3,113.7,70.4,0,0,0,0.03,0.06,23.3,23.2,99.5,0,0,0,0,0,0,0,0.13,0,0.13,0.19,0.03,16.7,0.19,0,0,0,0,0,0.13
2340,Lukas Rupp,de GER,MF,Norwich City,eng Premier League,30,1991,19,7,769,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,1.2,1.9,0.08,0.14,0.22,0.08,0.22,38.5,46.2,83.2,657.5,157.5,1.06,2.12,0.71,0.12,3.41,45.9,0.35,0.12,0.24,8.35,1.06,0.47,0,33.6,6.47,6.12,0,3.06,58.2,2.94,14.4,31.4,16.8,2,57.9,1.53,2.12,72.2,1.53,0.12,43.2,200.2,100.4,5.41,1.88,0,1.76,2.71,45.8,40.9,89.5,4.12,1.18,0.94,0.59,0.59,0,0.47,1.65,28.6,1.18,20.2,6.24,30.8,8.82,8.59,2.82,2,3.18,0.47,0.12
2341,Alessandro Russo,it ITA,MF,Salernitana,it Serie A,17,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,20,66.7,93.3,40,0,3.33,0,0,0,20,0,0,0,0,0,3.33,0,13.3,3.33,3.33,0,0,26.7,3.33,10,16.7,6.67,3.33,26.7,0,0,,0,0,16.7,213.3,176.7,6.67,3.33,0,0,0,20,10,50,3.33,0,0,0,0,0,0,3.33,0,3.33,26.7,0,0,20,6.67,0,0,0,6.67,0
2342,Franco Russo,ar ARG,DF,Mallorca,es La Liga,26,1994,19,17,1464,16.3,1,0,1,0,0,7,2,0.06,0,0.06,0.06,0.06,0.2,0.2,0,0.2,0.01,0,0.01,0.01,0.01,30.5,40.1,76.1,709.3,275.5,0,1.53,0.06,0,2.33,37.4,2.64,2.27,0,5.71,1.17,0,0,24.6,4.23,11.2,0,0.24,51,8.96,28.5,22.8,2.27,1.1,48.5,0.25,0.43,57.1,0.25,0.06,24.4,138.9,56.3,1.41,0.12,0,0.37,0.12,27.9,26.3,94.3,0.31,1.29,0.8,0.8,0.43,0.06,0.31,0.98,31.3,0.67,8.16,2.58,31.6,4.6,3.01,0.55,2.45,3.74,4.6,0.12
2343,Georginio Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,19,2002,33,13,1611,17.9,8,2,8,0,0,2,0,0.45,0.11,0.56,0.45,0.56,6.6,6.6,3,9.6,0.37,0.17,0.54,0.37,0.54,11.8,18.4,63.9,186.3,46.3,0.45,1.01,0.89,0.22,1.4,17.9,0.5,0.06,0.06,5.87,0.61,1.06,0,11.6,3.63,3.18,0,1.95,36.1,0.61,3.24,14.5,20.5,5.7,35.6,1.62,3.85,42,1.9,0.17,23.6,110.8,71.2,3.46,0.84,0.95,4.02,2.29,43,26.3,61.2,7.32,1.4,0.89,0.39,0.5,0.5,0.39,0.84,46.7,0.45,22.9,7.32,32,2.01,8.55,12.3,0.45,1.84,0.5,0
2344,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7,35.7,63.6,726,439,0,0.33,0,0,0,24.7,11,4.33,0,2.67,0.67,0,0,14,2,19.7,0,0,39.7,34.7,38.7,1,0,0,28.7,0,0,,0,0,18.3,100,42,0,0,0,0,0,16.3,16.3,100,0,0,0,0,0,0,0,0,,0,0.33,0.33,100,0.33,0,0,0,0,0,0
2345,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,28,13,1429,15.9,2,0,2,0,0,3,0,0.13,0,0.13,0.13,0.13,1.6,1.6,1.9,3.5,0.1,0.12,0.22,0.1,0.22,31,41.1,75.5,586.8,201.6,1.07,2.26,1.38,0.88,2.14,33,8.11,0.44,0,5.91,1.01,2.45,0.06,20.4,12.1,8.62,0.06,1.88,51.3,3.08,16,23.3,15.8,1.64,43.2,1.13,2.14,52.9,1.45,0.19,29.6,160.1,78.4,3.46,1.64,0.19,1.07,0.88,28.7,25,87.3,1.19,1.82,0.94,0.57,1.13,0.13,0.94,1.64,57.7,0.69,16.3,5.03,30.9,6.23,7.36,2.7,1.57,3.4,1.89,0
2346,Josй Sб,pt POR,GK,Wolves,eng Premier League,28,1993,37,37,3285,36.5,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,0,0,1,1,0,0.03,0.03,0,0.03,20.3,29.8,68,599.5,341.8,0.11,0.38,0.05,0,0.03,20.4,9.45,2.36,0,1.32,0.41,0,0,15,1.26,13.6,0.03,0.08,32.9,30.5,32.7,0.25,0,0,23.7,0.05,0.05,100,0.05,0,14.8,87.3,47.8,0,0,0,0,0,10.9,10.9,100,0,0.03,0,0.03,0,0,0.03,0.08,33.3,0.05,0.27,0.08,30,0.27,0,0,0,0.03,0.08,0.08
2347,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,24,1996,17,5,573,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.6,1,0.06,0.09,0.15,0.06,0.15,36.3,43.4,83.5,604.8,154.7,1.09,2.66,0.47,0.31,2.19,42.2,1.25,0.16,0,8.28,0.47,0.78,0.47,33.3,5.47,4.69,0.31,2.04,52,0.78,8.59,30.3,15.8,2.03,50.8,1.56,2.03,76.9,1.72,0.16,35.5,193.8,102.8,5,1.41,0.63,1.09,1.25,42.2,34.5,81.9,3.44,1.88,1.25,0.63,0.78,0.47,0.47,1.72,27.3,1.25,22.5,5.31,23.6,6.09,12.3,4.06,1.41,3.28,0.63,0
2348,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,10,9,788,8.8,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08,47.6,56.7,84,739.5,256.5,0.91,1.93,0.57,0.11,2.73,48.1,8.64,0.68,0,5.8,0.34,1.14,0,38.9,10.7,7.16,0,1.48,68.8,4.2,22.7,32.4,18.4,1.25,60.2,0.68,1.82,37.5,0.8,0,43.5,213.7,130,5.34,1.93,0.34,1.82,1.25,46.6,43.6,93.7,2.73,1.36,0.8,1.36,0,0,0.68,1.36,50,0.68,9.2,3.18,34.6,5,2.16,2.05,2.16,3.52,1.7,0.11
2349,Mathys Saban,fr FRA,FWMF,Saint-Йtienne,fr Ligue 1,19,2002,3,0,73,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,22.5,72.2,238.8,70,0,1.25,2.5,0,2.5,22.5,0,0,0,6.25,0,1.25,0,13.8,6.25,2.5,0,0,37.5,1.25,5,11.3,23.8,2.5,37.5,0,2.5,0,0,0,26.3,121.3,80,7.5,0,0,5,3.75,38.8,27.5,71,7.5,1.25,0,0,1.25,0,0,1.25,0,1.25,16.3,1.25,7.7,6.25,7.5,2.5,0,1.25,0,0
2350,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,28,1993,7,5,348,3.9,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.01,0.07,0.06,0.07,24.6,38.7,63.6,432.6,186.7,0.51,1.79,0.77,0,4.36,30.8,7.95,0.26,0,5.38,0.51,1.28,0,18.2,10.5,10,0,1.03,53.8,3.85,19,20.5,17.4,1.28,46.2,0.51,0.51,100,0.51,0.26,27.9,148.5,95.1,5.38,1.03,0.26,2.82,1.28,34.4,29.5,85.8,1.54,1.79,0.77,1.28,0.51,0,0.51,3.33,15.4,2.82,16.7,4.62,27.7,8.21,5.64,2.82,3.33,5.13,2.05,0
2351,Abdelhamid Sabiri,de GER,MFFW,Sampdoria,it Serie A,24,1996,14,9,893,9.9,3,2,3,0,0,3,0,0.3,0.2,0.5,0.3,0.5,1.1,1.1,1.2,2.2,0.11,0.12,0.23,0.11,0.23,26.4,34.8,75.7,490.2,115.3,1.11,2.83,0.71,0.1,2.53,31.6,3.23,1.82,0.1,8.08,1.82,0.51,0.71,23.8,4.55,6.46,0.1,2.32,49.7,0.3,5.86,28.6,18.6,2.53,47.2,1.62,2.93,55.2,1.72,0.1,35.2,152.9,67.4,2.93,1.21,0.2,2.42,2.12,45.3,35.3,77.9,5.25,3.23,2.22,0.61,1.72,0.91,0.51,1.31,38.5,0.81,26.3,6.77,25.8,4.14,14.4,7.68,0.81,4.04,0.61,0
2352,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,27,1994,2,0,49,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,84,98,85.7,1770,474,0,14,2,0,8,90,8,2,0,12,10,4,0,60,12,26,0,6,108,0,16,56,38,2,100,2,2,100,2,0,78,330,180,4,2,0,0,2,84,78,92.9,4,2,2,2,0,0,2,2,100,0,10,4,40,2,8,0,2,4,0,0
2353,Marcel Sabitzer,at AUT,MFDF,Bayern Munich,de Bundesliga,27,1994,25,8,905,10.1,1,1,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,1.7,1.7,1.7,3.4,0.17,0.17,0.34,0.17,0.34,57.5,70.8,81.3,944.3,255.2,0.99,4.16,1.39,0.2,5.35,66.6,4.16,0.99,0,12.8,1.39,1.29,0,48.5,10.5,11.8,0,2.58,82.3,2.38,17.6,43.6,24.3,3.86,78.2,0.1,0.5,20,0.1,0.1,55.5,200,92.4,4.95,1.09,0.4,1.39,1.49,66,59.9,90.7,4.85,2.18,0.89,0.89,0.99,0.3,0.99,2.48,40,1.49,17.8,5.54,31.1,4.36,9.31,4.16,1.29,3.47,0.99,0
2354,Falaye Sacko,ml MLI,DF,Saint-Йtienne,fr Ligue 1,26,1995,9,8,667,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,49.9,58.1,85.8,972.4,365.5,0.41,4.73,0,0,3.51,53.2,4.86,2.03,0,6.35,1.35,0.54,0,46.5,5.54,6.08,0,0.95,67.3,5,29.6,35.9,6.08,0.14,62.4,0,0,,0,0,46.9,253.4,144.9,4.05,1.49,0.14,0.27,0.54,42.8,42.7,99.7,0.27,2.7,1.49,2.16,0.54,0,2.16,2.97,72.7,0.81,13.2,4.05,30.6,6.76,5.81,0.68,2.43,5.14,2.16,0
2355,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,22,1999,36,22,1865,20.7,1,3,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,3.3,3.3,3.6,6.9,0.16,0.17,0.33,0.16,0.33,33.1,41.9,79.1,499.7,120.1,1.74,1.88,1.26,0.43,3.24,40.5,1.4,0.29,0.05,7.44,0.53,2.22,0.43,33.1,4.64,4.11,0,3.29,55.8,0.77,6.43,26.3,27.7,3.43,54.6,2.56,4.44,57.6,2.71,0.58,42.6,236.2,125.3,7.63,2.17,0.63,1.88,1.79,49.2,41.1,83.4,6.23,1.98,1.21,0.63,0.68,0.68,0.77,2.32,33.3,1.55,20,5.07,25.4,4.54,8.36,7.1,1.35,3.33,0.39,0
2356,Rafiki Said Ahamada,fr FRA,MFFW,Brest,fr Ligue 1,21,2000,14,0,122,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.19,0.06,0.25,0.19,0.25,33.6,42.1,79.7,545,179.3,1.43,2.14,2.86,0.71,7.86,40,2.14,0.71,0,5.71,1.43,2.14,0.71,29.3,7.14,5.71,0.71,3.57,63.6,0,10,24.3,36.4,7.86,61.4,3.57,10.7,33.3,3.57,0,52.9,293.6,190,9.29,0.71,2.86,3.57,2.86,61.4,46.4,75.6,13.6,3.57,2.86,1.43,0.71,1.43,1.43,2.14,66.7,0.71,27.1,7.86,28.9,8.57,8.57,10,0,3.57,0,0
2357,Wesley Saпd,fr FRA,FWMF,Lens,fr Ligue 1,26,1995,21,7,654,7.3,5,0,5,0,0,2,0,0.69,0,0.69,0.69,0.69,3.9,3.9,0.8,4.8,0.54,0.12,0.66,0.54,0.66,23.4,32.1,73.1,407.4,98.6,1.92,1.92,0.82,0,3.84,31.1,0.96,0.27,0,5.89,0.68,2.05,0,22.5,4.11,5.48,0,3.7,42.9,0,2.33,24.4,20.3,5.62,41.9,1.37,2.19,62.5,1.37,0,29.2,173,114.1,6.85,1.92,1.1,2.47,1.1,45.9,35.3,77,7.12,1.1,0.55,0.14,0.82,0.14,0.27,0.82,33.3,0.55,20.4,4.66,22.8,1.51,11.9,6.99,0.55,1.64,0,0
2358,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,24,1997,35,31,2804,31.2,5,5,5,0,0,6,0,0.16,0.16,0.32,0.16,0.32,5.1,5.1,5.8,10.9,0.16,0.19,0.35,0.16,0.35,17.5,24.3,72.2,292.1,68.2,1.63,1.44,1.03,0.29,1.79,23.5,0.8,0.03,0.19,5.58,0.93,2.21,0,18.3,3.21,2.76,0.06,3.37,39.2,0.32,3.53,19.1,22.8,4.2,38.4,4.49,7.37,60.9,4.81,0.13,37.3,258.2,164.3,7.88,2.66,1.7,2.72,3.81,41.7,30.2,72.4,4.42,0.29,0.19,0.13,0.06,0.1,0.06,0.58,11.1,0.51,8.21,2.15,26.2,1.67,3.49,3.04,0.67,0.96,0.06,0
2359,Romain Saпss,ma MAR,DF,Wolves,eng Premier League,31,1990,31,31,2705,30.1,2,0,2,0,0,6,0,0.07,0,0.07,0.07,0.07,2.7,2.7,0.4,3.1,0.09,0.01,0.1,0.09,0.1,47,57.1,82.4,981.9,459.5,0.2,4.98,0.07,0,3.99,55.3,1.76,1.33,0,5.51,1.3,0.23,0,40.8,4.82,11.5,0,0.5,70.1,10.1,40,28.9,4.22,1.16,68.5,0.17,0.27,62.5,0.2,0.03,40.4,182.8,97.1,2.43,0.63,0.03,0.17,0.27,46.9,45.6,97.3,0.2,1.99,1.26,1.33,0.56,0.1,0.6,1.06,56.3,0.47,9.4,3.42,36.4,5.38,3.36,0.66,2.69,4.68,5.75,0.03
2360,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,19,2001,38,36,2978,33.1,11,7,9,2,2,6,0,0.33,0.21,0.54,0.27,0.48,9.7,8.2,6.9,15.2,0.29,0.21,0.5,0.25,0.46,26.9,35.8,75.3,407.9,99,1.96,1.09,0.97,0.21,2.21,32.9,2.84,0.45,0,7.25,1.09,2.18,1.78,25.6,4.56,5.59,0.54,3.44,50.5,0.94,5.95,18.3,29.8,6.92,47.8,1.48,3.02,49,1.54,0.21,36.6,211.8,141.8,7.92,1.99,1.84,2.42,1.9,50.8,36.6,72.1,7.04,1.12,0.69,0.39,0.42,0.3,0.21,0.94,22.6,0.73,15,4.05,27,3.32,5.68,5.98,0.94,2.05,0.57,0
2361,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,29,29,2575,28.6,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,0.01,0,0.01,49.3,55,89.6,963,398.5,0.07,2.27,0.07,0,3.18,52.8,2.17,1.85,0.03,5.14,0.63,0,0,44.2,3.57,7.2,0,0.31,65.7,13.3,40.6,27.9,0.73,0.28,63.6,0.31,0.42,75,0.31,0,39.7,188.3,100.1,1.71,0.07,0.03,0.21,0.24,42.7,42.3,99,0,1.47,0.73,1.19,0.21,0.07,0.63,0.87,72,0.24,5.03,2.06,41,3.53,1.29,0.21,2.27,3.74,4.72,0
2362,Bakary Sako,ml MLI,FWMF,Saint-Йtienne,fr Ligue 1,33,1988,7,1,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.15,0.03,0.17,0.15,0.17,18.8,25.9,72.7,320,63.5,1.18,1.76,0,0,1.18,21.8,4.12,1.76,0,8.24,0.59,1.18,0,18.8,4.71,2.35,0.59,1.18,41.2,0.59,2.35,20.6,22.4,4.71,37.1,1.18,1.76,66.7,1.18,0,27.1,82.4,37.1,2.94,2.94,0.59,5.29,2.94,38.2,27.6,72.3,9.41,0.59,0.59,0,0,0.59,0,0,,0,18.2,3.53,19.4,0.59,8.82,8.82,1.18,1.76,0,0
2363,Jacopo Sala,it ITA,MF,Spezia,it Serie A,29,1991,18,13,880,9.8,1,0,1,0,0,3,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,41.4,48.8,84.9,750.7,183.9,0.61,2.86,0.61,0.2,4.08,46.3,2.45,2.14,0,6.94,1.22,0.71,0,35.8,6.12,6.84,0,1.22,57,2.55,17.9,32.6,8.67,0.61,54.9,0.51,0.82,62.5,0.51,0,35.4,144.9,62.7,2.04,0.71,0,0.31,1.12,38.2,35.6,93.3,0.71,2.35,1.63,0.71,1.33,0.31,1.22,3.88,31.6,2.65,23.7,7.86,33.2,9.08,12.2,2.35,2.24,4.59,0.82,0
2364,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,29,1992,35,30,2762,30.7,23,13,18,5,6,1,0,0.75,0.42,1.17,0.59,1.01,21.8,17,10.4,27.4,0.71,0.34,1.05,0.55,0.89,28.3,36.4,77.7,405.2,117.9,1.99,1.14,1.99,0.26,4.01,36.1,0.33,0,0.52,6.48,0.46,1.66,0.03,28.1,4.53,3.81,0,4.23,51.6,0.2,2.28,16.2,36.2,10.8,51.1,1.86,4.43,41.9,2.28,0.07,40.1,175,107.1,6.94,1.27,2.31,2.57,2.74,64.4,42.7,66.3,12,0.55,0.23,0.16,0.23,0.16,0.13,0.68,19,0.55,14.6,4.14,28.3,2.18,4.14,8.27,0.49,1.04,0.13,0
2365,Eddie Salcedo,it ITA,MFFW,Spezia,it Serie A,19,2001,12,5,429,4.8,0,0,0,0,0,1,0,0,0,0,0,0,1.6,1.6,0.2,1.8,0.33,0.04,0.38,0.33,0.38,21.7,31.3,69.3,400.2,100.4,1.04,2.08,0.83,0.21,3.33,29.6,1.67,0.21,0,7.29,0.63,1.04,1.04,20.6,5,5.63,0.21,3.34,43.8,1.46,5.83,20.4,21.7,5.21,42.1,0.63,1.88,33.3,0.83,0,29.2,126.7,60.6,3.33,1.67,0.42,1.25,2.08,40.2,31.3,77.7,5.63,0.21,0,0,0,0.21,0,0,,0,10.2,3.75,36.7,2.29,4.79,3.13,0.83,1.04,1.04,0
2366,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36,36,3240,36,0,0,0,0,0,5,0,0,0,0,0,0,1.5,1.5,0.8,2.4,0.04,0.02,0.07,0.04,0.07,79.6,84.9,93.7,1576.4,464.3,0.17,5.11,0.42,0.06,4.61,82.4,2.58,1.97,0.06,8.17,1.33,0.17,0,76.1,4.22,4.61,0,0.59,93.1,7.97,39.8,55.1,5.19,1.03,90.8,0.75,1.03,73,0.75,0.11,70.3,393,232.4,6.75,0.67,0.08,0.33,0.58,74.1,72.8,98.2,0.28,1.81,1.17,1.31,0.42,0.08,0.42,0.89,46.9,0.47,8.25,3.86,46.8,4.58,3.19,0.47,2.22,4.03,2.53,0.06
2367,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,90.6,849,494,0,1,0,0,0,28,4,1,0,1,2,0,0,20,4,8,0,0,34,25,32,2,0,0,30,1,1,100,1,0,27,117,68,0,0,0,0,0,20,20,100,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0
2368,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,34,33,2972,33,0,0,0,0,0,10,1,0,0,0,0,0,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07,41.7,53.9,77.2,818.7,342.4,0.24,4.52,0.21,0.06,3.58,50,3.97,1.12,0.03,8.09,0.61,0.79,0,35.7,3.97,14.2,0.03,0.79,68,9.09,32.5,33,6.24,1.03,64.1,0.27,0.42,64.3,0.27,0,36.7,227.4,106,3.36,0.55,0,0.24,0.52,37.8,36.8,97.3,0.15,2.76,1.82,1.91,0.76,0.09,1.24,2.18,56.9,0.94,11,4.48,40.7,6.61,3.73,0.7,2.82,5.58,5.94,0.15
2369,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,24,1997,31,18,1551,17.2,4,4,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,5.6,5.6,3.9,9.4,0.32,0.22,0.55,0.32,0.55,19.5,29.2,66.7,325.4,111.7,1.1,1.28,1.4,0.76,2.33,28.3,0.87,0.17,0.23,6.74,0.58,2.21,0.12,17.3,5.64,6.28,0,2.15,42.8,1.22,6.51,18.7,20.6,4.83,42,1.05,2.44,42.9,1.28,0.41,29.4,150.1,78.3,4.53,1.4,0.52,1.92,1.86,42.8,30.7,71.7,7.03,1.69,0.99,0.7,0.64,0.35,0.52,1.51,34.6,0.99,15.1,4.48,29.7,3.66,6.34,5.06,1.05,2.73,0.87,0
2370,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,31,30,2668,29.6,0,1,0,0,0,5,0,0,0.03,0.03,0,0.03,0.4,0.4,0.4,0.8,0.01,0.01,0.03,0.01,0.03,38.1,44.9,84.7,747.8,273.4,0.27,1.99,0.14,0.03,2.5,41.1,3.78,1.79,0.07,5.07,1.28,0.24,0,32.9,5,6.99,0,0.66,54.8,5.88,30,25,4.22,0.54,51.2,0.44,0.54,81.3,0.44,0.03,32.9,209.4,106.7,2.53,1.08,0,0.41,0.44,33,31.8,96.4,0.17,2.03,1.32,1.39,0.61,0.03,0.51,1.01,50,0.51,8.65,3.41,39.5,5.34,2.8,0.51,2.26,4.29,3.24,0.03
2371,Salvi,es ESP,MFFW,Cбdiz,es La Liga,30,1991,23,17,1395,15.5,2,1,2,0,1,3,1,0.13,0.06,0.19,0.13,0.19,3,2.2,1.4,3.6,0.19,0.09,0.28,0.14,0.23,14.3,23,62.4,224.8,79,0.58,0.71,0.97,0.32,1.68,21.2,1.81,0.39,0,3.55,0.58,2.71,0.39,11.7,4.97,6.26,0.13,1.16,32.7,1.23,6.97,13.5,14.5,2.45,31.2,0.45,0.97,46.7,0.52,0.06,19.2,127.9,77.4,2.97,1.16,0.39,1.81,0.71,31.8,20.1,63.3,3.61,1.16,0.65,0.45,0.58,0.13,0.19,1.03,18.8,0.84,15.5,3.48,22.4,3.68,7.74,4.13,0.52,1.68,1.35,0
2372,Lazar Samardzic,de GER,MF,Udinese,it Serie A,19,2002,22,1,490,5.4,2,2,2,0,0,0,0,0.37,0.37,0.73,0.37,0.73,1.1,1.1,1.8,2.9,0.19,0.33,0.53,0.19,0.53,38.9,49.4,78.7,733.5,234.3,3.52,3.89,1.11,0,4.26,41.7,7.78,2.78,0.19,11.1,2.78,2.04,4.07,32,4.81,12.6,2.04,4.45,63,0.93,7.96,28.9,29.8,3.33,55.2,2.41,3.89,61.9,2.78,0.37,40.4,205.2,119.1,6.11,1.67,0.74,2.41,1.48,46.3,38.5,83.2,4.07,3.33,2.96,0.93,1.67,0.74,1.85,4.63,40,2.78,31.5,11.3,35.9,8.15,13.7,9.63,0.74,4.07,0.37,0
2373,Diadie Samassйkou,ml MLI,MF,Hoffenheim,de Bundesliga,25,1996,24,21,1655,18.4,2,0,2,0,0,7,0,0.11,0,0.11,0.11,0.11,1.2,1.2,0.6,1.8,0.06,0.03,0.1,0.06,0.1,32,39.8,80.5,591.1,137.3,0.38,2.45,0.16,0,2.17,39,0.82,0.65,0,8.8,0.87,0.16,0,29,4.35,6.41,0,1.14,51.8,3.53,15.8,28.4,9.62,1.25,51.3,0.49,0.76,64.3,0.54,0,29.6,115.7,44.8,2.23,0.76,0.16,1.03,0.71,33,29.6,89.6,1.68,2.83,1.9,0.92,1.52,0.38,1.14,2.34,48.8,1.2,18.7,6.03,32.3,4.29,11.4,2.99,1.96,4.78,2.17,0
2374,Mama Samba Baldй,gw GNB,FWMF,Troyes,fr Ligue 1,25,1995,30,20,1717,19.1,3,2,3,0,1,1,1,0.16,0.1,0.26,0.16,0.26,5.8,5.1,1.2,6.3,0.31,0.07,0.37,0.27,0.33,15.6,22.7,68.8,246.8,58.8,0.89,1.41,0.79,0.05,2.3,21.9,0.73,0.1,0.1,6.65,0.52,0.89,0,16.5,3.87,2.3,0,2.25,39.8,0.68,5.24,19.4,18.4,4.4,39.1,2.2,4.71,46.7,2.62,0.37,28.2,128.2,80.3,4.08,1.2,0.37,3.46,2.88,41.5,28.1,67.7,7.43,2.3,1.31,0.94,0.68,0.68,0.42,1.41,29.6,0.99,23.5,5.86,25,3.98,11.3,8.22,0.89,3.19,0.37,0
